CompA	CompB	Pairs	PredictedScore	Structure	GeneExpr	PMID	Maps	Target	Path	ATC
Famciclovir	niflumic acid	Famciclovir_niflumic acid	0.1099	0.0911	NA	0	NA	0	0	NA
methyldopa	Sunitinib	methyldopa_Sunitinib	0.1099	0.1061	0.5052	0	NA	0	0	NA
esculin	Sunitinib	esculin_Sunitinib	0.1099	0.1119	0.5005	0	NA	NA	NA	NA
Dasatinib	harmalol	Dasatinib_harmalol	0.1099	0.1263	0.4955	0	NA	NA	NA	NA
Famciclovir	tolazamide	Famciclovir_tolazamide	0.1099	0.092	NA	0	0	0	0	NA
cefsulodin	Sunitinib	cefsulodin_Sunitinib	0.1099	0.1351	0.4969	0	0	0	0	NA
Erlotinib	ketorolac	Erlotinib_ketorolac	0.1099	0.1875	0.4837	0	NA	0	0	NA
disopyramide	Sunitinib	disopyramide_Sunitinib	0.1099	0.1282	0.4988	0	0	0	0	NA
Dasatinib	gallamine triethiodide	Dasatinib_gallamine triethiodide	0.1098	0.1414	0.4951	0	0	0	0	NA
Erlotinib	PHA-00846566E	Erlotinib_PHA-00846566E	0.1098	NA	0.499	NA	NA	NA	NA	NA
Famciclovir	sulfamonomethoxine	Famciclovir_sulfamonomethoxine	0.1098	0.09	NA	0	0	0	NA	NA
clonidine	Sunitinib	clonidine_Sunitinib	0.1098	0.0927	0.5097	0	0	0	0	NA
Famciclovir	W-13	Famciclovir_W-13	0.1098	0.0858	NA	0	NA	NA	NA	NA
Dasatinib	physostigmine	Dasatinib_physostigmine	0.1098	0.125	0.4996	0	0	0	0	NA
betulin	Dasatinib	betulin_Dasatinib	0.1098	0.1098	0.5011	0	NA	NA	NA	NA
Dasatinib	levocabastine	Dasatinib_levocabastine	0.1098	0.1362	0.4964	0	0	0	0	NA
Chicago Sky Blue 6B	Sunitinib	Chicago Sky Blue 6B_Sunitinib	0.1097	0.1241	0.4961	0	NA	NA	NA	NA
Famciclovir	piracetam	Famciclovir_piracetam	0.1097	0.0916	NA	0	0	0	0	NA
naftopidil	Sunitinib	naftopidil_Sunitinib	0.1097	0.0814	0.5116	0	NA	NA	NA	NA
Erlotinib	hemicholinium	Erlotinib_hemicholinium	0.1097	0.1353	0.4922	0	NA	NA	NA	NA
Famciclovir	levomepromazine	Famciclovir_levomepromazine	0.1097	0.0915	NA	0	0	0	0	NA
allantoin	Sunitinib	allantoin_Sunitinib	0.1097	0.1156	0.5021	0	NA	0	0	NA
Famciclovir	furosemide	Famciclovir_furosemide	0.1097	0.0914	NA	0	0	0	0	NA
Famciclovir	oxetacaine	Famciclovir_oxetacaine	0.1097	0.0897	NA	0	0	0	NA	NA
sulfadimethoxine	Sunitinib	sulfadimethoxine_Sunitinib	0.1097	0.1303	0.498	0	0	0	0	NA
harmol	Sunitinib	harmol_Sunitinib	0.1097	0.0406	0.5274	0	NA	NA	NA	NA
Famciclovir	oxymetazoline	Famciclovir_oxymetazoline	0.1097	0.0956	NA	0	NA	0	0	0.4
Dasatinib	ipratropium bromide	Dasatinib_ipratropium bromide	0.1097	0.1197	0.5011	0	0	0	0	NA
dantrolene	Famciclovir	dantrolene_Famciclovir	0.1097	0.0855	NA	0	NA	NA	NA	NA
arcaine	Sunitinib	arcaine_Sunitinib	0.1097	0.1075	0.5018	0	NA	NA	NA	NA
Dasatinib	esculin	Dasatinib_esculin	0.1097	0.0962	0.506	0	NA	NA	NA	NA
Dasatinib	pivampicillin	Dasatinib_pivampicillin	0.1096	0.0825	0.5129	0	0	0	0	NA
aminophenazone	Famciclovir	aminophenazone_Famciclovir	0.1096	0.0886	NA	0	NA	0	NA	NA
pentamidine	Sunitinib	pentamidine_Sunitinib	0.1096	0.0936	0.5089	0	NA	0	0	NA
Famciclovir	seneciphylline	Famciclovir_seneciphylline	0.1096	0.0852	NA	0	NA	NA	NA	NA
meclofenamic acid	Sunitinib	meclofenamic acid_Sunitinib	0.1096	0.1198	0.5078	0	NA	0	0.25	NA
naproxen	Sunitinib	naproxen_Sunitinib	0.1095	0.1396	0.499	0	0	0	0.25	NA
Famciclovir	ginkgolide A	Famciclovir_ginkgolide A	0.1095	0.0852	NA	0	NA	NA	NA	NA
6-bromoindirubin-3'-oxime	Dasatinib	6-bromoindirubin-3'-oxime_Dasatinib	0.1095	0.1404	0.4903	0	NA	NA	NA	NA
apramycin	Famciclovir	apramycin_Famciclovir	0.1095	0.09	NA	0	NA	0	0	NA
Erlotinib	loracarbef	Erlotinib_loracarbef	0.1095	0.1616	0.4895	0	0	0	0	NA
Dasatinib	dexpropranolol	Dasatinib_dexpropranolol	0.1095	0.0898	0.5103	0	0	0	0	NA
Erlotinib	naringenin	Erlotinib_naringenin	0.1095	0.1523	0.4864	0	NA	NA	NA	NA
Dasatinib	sulfadoxine	Dasatinib_sulfadoxine	0.1095	0.1302	0.4978	0	0	0	0	NA
Dasatinib	minaprine	Dasatinib_minaprine	0.1095	0.1306	0.4974	0	NA	0	0	NA
5230742	Sunitinib	5230742_Sunitinib	0.1094	NA	0.4985	NA	NA	NA	NA	NA
cefadroxil	Erlotinib	cefadroxil_Erlotinib	0.1094	0.1138	0.5026	0	0	0	0	NA
atracurium besilate	Sunitinib	atracurium besilate_Sunitinib	0.1094	0.1424	0.4943	0	0	0	0	NA
Dasatinib	sulfadimidine	Dasatinib_sulfadimidine	0.1094	0.1148	0.5022	0	0	0	0	NA
Erlotinib	midodrine	Erlotinib_midodrine	0.1094	0.152	0.4915	0	NA	0	0	NA
Erlotinib	phenindione	Erlotinib_phenindione	0.1094	0.1292	0.4977	0	NA	0	0	NA
Famciclovir	succinylsulfathiazole	Famciclovir_succinylsulfathiazole	0.1094	0.0905	NA	0	0	0	0	NA
ebselen	Famciclovir	ebselen_Famciclovir	0.1094	0.0848	NA	0	NA	NA	NA	NA
Dasatinib	mexiletine	Dasatinib_mexiletine	0.1094	0.1169	0.5016	0	0	0	0	NA
Dasatinib	Prestwick-682	Dasatinib_Prestwick-682	0.1093	0.1008	0.4987	NA	NA	NA	NA	NA
5149715	Sunitinib	5149715_Sunitinib	0.1093	NA	0.4983	NA	NA	NA	NA	NA
Famciclovir	lomefloxacin	Famciclovir_lomefloxacin	0.1093	0.1015	NA	0	NA	0	NA	0.4
primidone	Sunitinib	primidone_Sunitinib	0.1093	0.1312	0.4973	0	0	0	0	NA
dorzolamide	Famciclovir	dorzolamide_Famciclovir	0.1093	0.1024	NA	0	0	0	NA	0.4
Erlotinib	prasterone	Erlotinib_prasterone	0.1093	0.0895	0.5081	0	NA	NA	NA	NA
Dasatinib	guanfacine	Dasatinib_guanfacine	0.1093	0.1371	0.4956	0	0	0	0	NA
Famciclovir	perphenazine	Famciclovir_perphenazine	0.1093	0.0903	NA	0	0	0	0	NA
dexamethasone	Erlotinib	dexamethasone_Erlotinib	0.1093	0.1358	0.496	0	0	0	0	NA
beclometasone	Erlotinib	beclometasone_Erlotinib	0.1093	0.0833	0.5123	0	0	0	0	NA
clindamycin	Famciclovir	clindamycin_Famciclovir	0.1093	0.0802	NA	0	NA	0	0	0.2
Dasatinib	trioxysalen	Dasatinib_trioxysalen	0.1092	0.1141	0.502	0	NA	0	0	NA
BW-B70C	Famciclovir	BW-B70C_Famciclovir	0.1092	0.0844	NA	0	NA	NA	NA	NA
1,4-chrysenequinone	Famciclovir	1,4-chrysenequinone_Famciclovir	0.1092	0.0844	NA	0	NA	NA	NA	NA
conessine	Famciclovir	conessine_Famciclovir	0.1092	0.0844	NA	0	NA	NA	NA	NA
mefexamide	Sunitinib	mefexamide_Sunitinib	0.1092	0.116	0.4982	0	NA	NA	NA	NA
Famciclovir	triamcinolone	Famciclovir_triamcinolone	0.1092	0.0955	NA	0	0	0	0	0.4
Famciclovir	sulfaquinoxaline	Famciclovir_sulfaquinoxaline	0.1092	0.0843	NA	0	NA	NA	NA	NA
Dasatinib	meglumine	Dasatinib_meglumine	0.1092	0.135	0.4958	0	NA	0	0	NA
Dasatinib	novobiocin	Dasatinib_novobiocin	0.1091	0.102	0.5057	0	NA	0	0	NA
meptazinol	Sunitinib	meptazinol_Sunitinib	0.1091	0.1459	0.4928	0	NA	0	0	NA
Dasatinib	nisoxetine	Dasatinib_nisoxetine	0.1091	0.1343	0.4918	0	NA	NA	NA	NA
dl-alpha tocopherol	Erlotinib	dl-alpha tocopherol_Erlotinib	0.1091	0.1416	0.4939	0	NA	0	0	NA
Erlotinib	tacrine	Erlotinib_tacrine	0.1091	0.1432	0.4937	0	0	0	0	NA
Dasatinib	nadolol	Dasatinib_nadolol	0.1091	0.1488	0.4922	0	0	0	0	NA
Dasatinib	PNU-0251126	Dasatinib_PNU-0251126	0.1091	NA	0.498	NA	NA	NA	NA	NA
etacrynic acid	Famciclovir	etacrynic acid_Famciclovir	0.1091	0.0881	NA	0	0	0	NA	NA
Famciclovir	zimeldine	Famciclovir_zimeldine	0.109	0.0872	NA	0	NA	0	NA	NA
Famciclovir	ionomycin	Famciclovir_ionomycin	0.109	0.0839	NA	0	NA	NA	NA	NA
Dasatinib	midodrine	Dasatinib_midodrine	0.109	0.1416	0.4938	0	NA	0	0	NA
cyclopenthiazide	Dasatinib	cyclopenthiazide_Dasatinib	0.109	0.1211	0.4996	0	NA	0	0	NA
Erlotinib	H-89	Erlotinib_H-89	0.109	0.1194	0.4968	0	NA	NA	NA	NA
carbinoxamine	Famciclovir	carbinoxamine_Famciclovir	0.109	0.0894	NA	0	0	0	0	NA
amodiaquine	Erlotinib	amodiaquine_Erlotinib	0.109	0.1169	0.5009	0	NA	0	0	NA
carisoprodol	Dasatinib	carisoprodol_Dasatinib	0.109	0.1229	0.4993	0	0	0	0	NA
Sunitinib	triflusal	Sunitinib_triflusal	0.109	0.1084	0.5035	0	NA	0	0	NA
captopril	Dasatinib	captopril_Dasatinib	0.109	0.1101	0.5032	0	0	0	0	NA
Erlotinib	ginkgolide A	Erlotinib_ginkgolide A	0.1089	0.1098	0.5002	0	NA	NA	NA	NA
rolipram	Sunitinib	rolipram_Sunitinib	0.1089	0.1374	0.4948	0	NA	0	0	NA
buflomedil	Sunitinib	buflomedil_Sunitinib	0.1089	0.1119	0.5023	0	NA	0	0	NA
Dasatinib	homochlorcyclizine	Dasatinib_homochlorcyclizine	0.1089	0.0626	0.5192	0	0	0	0	NA
carbenoxolone	Sunitinib	carbenoxolone_Sunitinib	0.1089	0.1514	0.491	0	NA	0	0	NA
Dasatinib	triflupromazine	Dasatinib_triflupromazine	0.1089	0.1213	0.4997	0	0	0	0	NA
Sunitinib	trimethoprim	Sunitinib_trimethoprim	0.1088	0.1365	0.495	0	NA	0	0	NA
brinzolamide	Erlotinib	brinzolamide_Erlotinib	0.1088	0.1268	0.4981	0	0	0	0	NA
hydralazine	Sunitinib	hydralazine_Sunitinib	0.1088	0.0972	0.5069	0	NA	0	0	NA
Erlotinib	ketotifen	Erlotinib_ketotifen	0.1088	0.154	0.4905	0	0	0	0	NA
Erlotinib	PHA-00851261E	Erlotinib_PHA-00851261E	0.1088	NA	0.4977	NA	NA	NA	NA	NA
Erlotinib	IC-86621	Erlotinib_IC-86621	0.1088	0.0916	0.5019	NA	NA	NA	NA	NA
Dasatinib	PF-01378883-00	Dasatinib_PF-01378883-00	0.1088	NA	0.4977	NA	NA	NA	NA	NA
Dasatinib	naloxone	Dasatinib_naloxone	0.1088	0.1144	0.5017	0	0	0	0	NA
etofenamate	Famciclovir	etofenamate_Famciclovir	0.1088	0.0879	NA	0	NA	0	0	NA
Sunitinib	testosterone	Sunitinib_testosterone	0.1087	0.0997	0.5063	0	0	0	0	NA
Dasatinib	oxybenzone	Dasatinib_oxybenzone	0.1087	0.0957	0.5073	0	NA	0	0	NA
Dasatinib	hycanthone	Dasatinib_hycanthone	0.1087	0.0621	0.5189	0	NA	0	0	NA
Dasatinib	naproxen	Dasatinib_naproxen	0.1087	0.1289	0.4966	0	0	0	0.1667	NA
dantrolene	Sunitinib	dantrolene_Sunitinib	0.1087	0.0833	0.5099	0	NA	NA	NA	NA
Erlotinib	Trolox C	Erlotinib_Trolox C	0.1087	0.0854	0.5091	0	NA	NA	NA	NA
Famciclovir	hesperetin	Famciclovir_hesperetin	0.1087	0.0831	NA	0	NA	NA	NA	NA
Dasatinib	propantheline bromide	Dasatinib_propantheline bromide	0.1087	0.0865	0.5107	0	0	0	0	NA
Erlotinib	seneciphylline	Erlotinib_seneciphylline	0.1087	0.1126	0.4989	0	NA	NA	NA	NA
Erlotinib	mexiletine	Erlotinib_mexiletine	0.1087	0.1192	0.5001	0	0	0	0	NA
carbamazepine	Erlotinib	carbamazepine_Erlotinib	0.1087	0.0587	0.5204	0	0	0	0	NA
Dasatinib	helveticoside	Dasatinib_helveticoside	0.1087	0.1465	0.4871	0	NA	NA	NA	NA
amiodarone	Famciclovir	amiodarone_Famciclovir	0.1086	0.0885	NA	0	0	0	0	NA
hexestrol	Sunitinib	hexestrol_Sunitinib	0.1086	0.1386	0.4942	0	NA	0	0	NA
Dasatinib	progesterone	Dasatinib_progesterone	0.1086	0.0817	0.5123	0	0	0	0	NA
Dasatinib	mefexamide	Dasatinib_mefexamide	0.1086	0.1049	0.5016	0	NA	NA	NA	NA
Famciclovir	sulfamerazine	Famciclovir_sulfamerazine	0.1086	0.0798	NA	0	0	0	0	0.2
cefixime	Erlotinib	cefixime_Erlotinib	0.1086	0.1319	0.4963	0	0	0	0	NA
Famciclovir	propantheline bromide	Famciclovir_propantheline bromide	0.1086	0.0883	NA	0	0	0	0	NA
cimetidine	Sunitinib	cimetidine_Sunitinib	0.1086	0.0945	0.5079	0	0	0	0	NA
clidinium bromide	Erlotinib	clidinium bromide_Erlotinib	0.1086	0.1067	0.5036	0	NA	0	0	NA
dexpanthenol	Famciclovir	dexpanthenol_Famciclovir	0.1086	0.1	NA	0	NA	0	NA	0.4
Erlotinib	PF-00875133-00	Erlotinib_PF-00875133-00	0.1085	NA	0.4974	NA	NA	NA	NA	NA
clobetasol	Famciclovir	clobetasol_Famciclovir	0.1085	0.0872	NA	0	NA	0	0	NA
Dasatinib	nordihydroguaiaretic acid	Dasatinib_nordihydroguaiaretic acid	0.1085	0.0615	0.5183	0	NA	NA	NA	NA
etomidate	Famciclovir	etomidate_Famciclovir	0.1085	0.0869	NA	0	0	0	NA	NA
alcuronium chloride	Erlotinib	alcuronium chloride_Erlotinib	0.1085	0.1425	0.493	0	NA	0	0	NA
Erlotinib	velnacrine	Erlotinib_velnacrine	0.1085	0.1399	0.4936	0	NA	0	0	NA
benzbromarone	Sunitinib	benzbromarone_Sunitinib	0.1085	0.1284	0.4969	0	NA	0	0	NA
Dasatinib	diphenylpyraline	Dasatinib_diphenylpyraline	0.1085	0.1039	0.5047	0	0	0	0	NA
Famciclovir	lidoflazine	Famciclovir_lidoflazine	0.1085	0.0858	NA	0	NA	0	NA	NA
crotamiton	Famciclovir	crotamiton_Famciclovir	0.1085	0.0858	NA	0	NA	0	NA	NA
AG-012559	Erlotinib	AG-012559_Erlotinib	0.1084	NA	0.4972	NA	NA	NA	NA	NA
niridazole	Sunitinib	niridazole_Sunitinib	0.1084	0.1267	0.4973	0	NA	0	0	NA
sulfamethizole	Sunitinib	sulfamethizole_Sunitinib	0.1084	0.1084	0.5032	0	0	0	0	NA
Dasatinib	dorzolamide	Dasatinib_dorzolamide	0.1084	0.1114	0.5022	0	0	0	0	NA
Erlotinib	yohimbic acid	Erlotinib_yohimbic acid	0.1084	0.1332	0.4912	0	NA	NA	NA	NA
Erlotinib	PF-00562151-00	Erlotinib_PF-00562151-00	0.1084	NA	0.4972	NA	NA	NA	NA	NA
Erlotinib	naloxone	Erlotinib_naloxone	0.1084	0.1101	0.5027	0	0	0	0	NA
PF-00875133-00	Sunitinib	PF-00875133-00_Sunitinib	0.1084	NA	0.4972	NA	NA	NA	NA	NA
sulfaphenazole	Sunitinib	sulfaphenazole_Sunitinib	0.1084	0.1335	0.4956	0	0	0	0	NA
cefamandole	Sunitinib	cefamandole_Sunitinib	0.1084	0.138	0.4943	0	0	0	0	NA
Erlotinib	pheniramine	Erlotinib_pheniramine	0.1084	0.1532	0.4901	0	0	0	0	NA
Erlotinib	ramifenazone	Erlotinib_ramifenazone	0.1084	0.1304	0.4921	0	NA	NA	NA	NA
alfuzosin	Dasatinib	alfuzosin_Dasatinib	0.1084	0.088	0.5095	0	NA	0	0	NA
Dasatinib	pizotifen	Dasatinib_pizotifen	0.1083	0.1382	0.4939	0	NA	0	0	NA
Famciclovir	pentetrazol	Famciclovir_pentetrazol	0.1083	0.0876	NA	0	0	0	0	NA
Sunitinib	tacrine	Sunitinib_tacrine	0.1083	0.1013	0.5054	0	0	0	0	NA
4-hydroxyphenazone	Erlotinib	4-hydroxyphenazone_Erlotinib	0.1083	0.1004	0.503	0	NA	NA	NA	NA
Erlotinib	solasodine	Erlotinib_solasodine	0.1083	0.0875	0.5079	0	NA	NA	NA	NA
amoxicillin	Erlotinib	amoxicillin_Erlotinib	0.1083	0.0876	0.5099	0	0	0	0	NA
retrorsine	Sunitinib	retrorsine_Sunitinib	0.1083	0.1242	0.4942	0	NA	NA	NA	NA
bethanechol	Famciclovir	bethanechol_Famciclovir	0.1083	0.0875	NA	0	0	0	0	NA
Dasatinib	laudanosine	Dasatinib_laudanosine	0.1083	0.072	0.5139	0	NA	NA	NA	NA
dipyridamole	Erlotinib	dipyridamole_Erlotinib	0.1083	0.0273	0.5315	0	NA	0	0	NA
5155877	Dasatinib	5155877_Dasatinib	0.1083	0.1046	0.4958	NA	NA	NA	NA	NA
Famciclovir	torasemide	Famciclovir_torasemide	0.1083	0.0862	NA	0	0	0	NA	NA
cefmetazole	Sunitinib	cefmetazole_Sunitinib	0.1083	0.1188	0.4998	0	0	0	0	NA
Dasatinib	sulfamethoxypyridazine	Dasatinib_sulfamethoxypyridazine	0.1082	0.1095	0.5027	0	0	0	0	NA
Dasatinib	pentoxifylline	Dasatinib_pentoxifylline	0.1082	0.1506	0.4904	0	NA	0	0	NA
Dasatinib	sulfamonomethoxine	Dasatinib_sulfamonomethoxine	0.1082	0.1166	0.5004	0	0	0	0	NA
Famciclovir	ronidazole	Famciclovir_ronidazole	0.1082	0.0852	NA	0	NA	0	NA	NA
Erlotinib	S-propranolol	Erlotinib_S-propranolol	0.1082	0.0905	0.5066	0	NA	NA	NA	NA
oligomycin	Sunitinib	oligomycin_Sunitinib	0.1082	0.0657	0.5163	0	NA	NA	NA	NA
5151277	Erlotinib	5151277_Erlotinib	0.1082	NA	0.4969	NA	NA	NA	NA	NA
progesterone	Sunitinib	progesterone_Sunitinib	0.1082	0.1002	0.5056	0	0	0	0	NA
Famciclovir	noscapine	Famciclovir_noscapine	0.1082	0.0851	NA	0	NA	0	NA	NA
(-)-MK-801	Famciclovir	(-)-MK-801_Famciclovir	0.1081	0.0818	NA	0	NA	NA	NA	NA
calmidazolium	Famciclovir	calmidazolium_Famciclovir	0.1081	0.0818	NA	0	NA	NA	NA	NA
glycocholic acid	Sunitinib	glycocholic acid_Sunitinib	0.1081	0.1	0.5029	0	NA	NA	NA	NA
cefsulodin	Erlotinib	cefsulodin_Erlotinib	0.1081	0.1404	0.4933	0	0	0	0	NA
Erlotinib	pivampicillin	Erlotinib_pivampicillin	0.1081	0.0987	0.506	0	0	0	0	NA
Dasatinib	netilmicin	Dasatinib_netilmicin	0.1081	0.1606	0.4879	0	0	0	0	NA
docosahexaenoic acid ethyl ester	Famciclovir	docosahexaenoic acid ethyl ester_Famciclovir	0.1081	0.0816	NA	0	NA	NA	NA	NA
Famciclovir	hydrocotarnine	Famciclovir_hydrocotarnine	0.1081	0.0816	NA	0	NA	NA	NA	NA
Famciclovir	MG-132	Famciclovir_MG-132	0.1081	0.0816	NA	0	NA	NA	NA	NA
Prestwick-692	Sunitinib	Prestwick-692_Sunitinib	0.1081	0.1093	0.4936	NA	NA	NA	NA	NA
Erlotinib	U0125	Erlotinib_U0125	0.1081	0.1236	0.4942	0	NA	NA	NA	NA
Dasatinib	tiapride	Dasatinib_tiapride	0.1081	0.1396	0.4932	0	NA	0	0	NA
Famciclovir	isoflupredone	Famciclovir_isoflupredone	0.1081	0.0848	NA	0	NA	0	NA	NA
serotonin	Sunitinib	serotonin_Sunitinib	0.108	0.1204	0.4953	0	NA	NA	NA	NA
Dasatinib	sulfachlorpyridazine	Dasatinib_sulfachlorpyridazine	0.108	0.1091	0.5023	0	NA	0	0	NA
Erlotinib	thiostrepton	Erlotinib_thiostrepton	0.108	0.0357	0.5281	0	NA	0	0	NA
cefazolin	Erlotinib	cefazolin_Erlotinib	0.108	0.11	0.5023	0	0	0	0	NA
chlorzoxazone	Dasatinib	chlorzoxazone_Dasatinib	0.108	0.0543	0.5212	0	NA	0	0	NA
Famciclovir	rottlerin	Famciclovir_rottlerin	0.108	0.0814	NA	0	NA	NA	NA	NA
doxylamine	Famciclovir	doxylamine_Famciclovir	0.108	0.0866	NA	0	0	0	0	NA
alpha-ergocryptine	Erlotinib	alpha-ergocryptine_Erlotinib	0.108	0.0179	0.5353	0	NA	NA	NA	NA
Dasatinib	PHA-00846566E	Dasatinib_PHA-00846566E	0.1079	NA	0.4966	NA	NA	NA	NA	NA
Erlotinib	Prestwick-1080	Erlotinib_Prestwick-1080	0.1079	0.1431	0.4793	NA	NA	NA	NA	NA
captopril	Sunitinib	captopril_Sunitinib	0.1079	0.1223	0.4984	0	0	0	0	NA
etanidazole	Famciclovir	etanidazole_Famciclovir	0.1079	0.0845	NA	0	NA	0	NA	NA
(+~-)-catechin	Dasatinib	(+~-)-catechin_Dasatinib	0.1079	0.0703	NA	NA	NA	NA	NA	NA
5151277	Dasatinib	5151277_Dasatinib	0.1079	NA	0.4965	NA	NA	NA	NA	NA
betonicine	Famciclovir	betonicine_Famciclovir	0.1079	0.0812	NA	0	NA	NA	NA	NA
5149715	Dasatinib	5149715_Dasatinib	0.1079	NA	0.4965	NA	NA	NA	NA	NA
Prestwick-642	Sunitinib	Prestwick-642_Sunitinib	0.1079	0.1039	0.4956	NA	NA	NA	NA	NA
Dasatinib	todralazine	Dasatinib_todralazine	0.1079	0.1216	0.4982	0	NA	0	0	NA
Famciclovir	moxonidine	Famciclovir_moxonidine	0.1078	0.0843	NA	0	NA	0	NA	NA
Famciclovir	fluspirilene	Famciclovir_fluspirilene	0.1078	0.0852	NA	0	0	0	NA	NA
Dasatinib	pentoxyverine	Dasatinib_pentoxyverine	0.1078	0.108	0.5024	0	NA	0	0	NA
daunorubicin	Erlotinib	daunorubicin_Erlotinib	0.1078	0.0457	0.5295	0	0	0	0	0.4
Erlotinib	paclitaxel	Erlotinib_paclitaxel	0.1078	0.1113	0.5002	0	0	0	0	0.4
Dasatinib	ritodrine	Dasatinib_ritodrine	0.1078	0.0917	0.5077	0	NA	0	0	NA
sulfamonomethoxine	Sunitinib	sulfamonomethoxine_Sunitinib	0.1078	0.1292	0.4961	0	0	0	0	NA
Erlotinib	rosiglitazone	Erlotinib_rosiglitazone	0.1078	0.1954	0.4792	0	0	0	0	NA
clioquinol	Famciclovir	clioquinol_Famciclovir	0.1078	0.0843	NA	0	NA	0	NA	0.2
benperidol	Famciclovir	benperidol_Famciclovir	0.1078	0.085	NA	0	0	0	NA	NA
Erlotinib	nadolol	Erlotinib_nadolol	0.1077	0.1633	0.4867	0	0	0	0	NA
Erlotinib	NU-1025	Erlotinib_NU-1025	0.1077	0.1025	0.5016	0	NA	NA	NA	NA
Prestwick-675	Sunitinib	Prestwick-675_Sunitinib	0.1077	0.1304	0.4842	NA	NA	NA	NA	NA
Dasatinib	oxytetracycline	Dasatinib_oxytetracycline	0.1077	0.1046	0.5037	0	0	0	0	NA
clomipramine	Famciclovir	clomipramine_Famciclovir	0.1077	0.0858	NA	0	0	0	0	NA
Famciclovir	zoxazolamine	Famciclovir_zoxazolamine	0.1077	0.0807	NA	0	NA	NA	NA	NA
CP-944629	Sunitinib	CP-944629_Sunitinib	0.1077	0.0631	0.5128	NA	NA	NA	NA	NA
Dasatinib	profenamine	Dasatinib_profenamine	0.1077	0.1278	0.4964	0	0	0	0	NA
amylocaine	Dasatinib	amylocaine_Dasatinib	0.1076	0.1433	0.4918	0	0	0	0	NA
1,5-isoquinolinediol	Famciclovir	1,5-isoquinolinediol_Famciclovir	0.1076	0.0805	NA	0	NA	NA	NA	NA
Erlotinib	glycocholic acid	Erlotinib_glycocholic acid	0.1076	0.105	0.5005	0	NA	NA	NA	NA
nifurtimox	Sunitinib	nifurtimox_Sunitinib	0.1076	0.1375	0.4932	0	NA	0	0	NA
Famciclovir	trichostatin A	Famciclovir_trichostatin A	0.1075	0.0804	NA	0	NA	NA	NA	NA
Dasatinib	F0447-0125	Dasatinib_F0447-0125	0.1075	NA	0.4961	NA	NA	NA	NA	NA
droperidol	Erlotinib	droperidol_Erlotinib	0.1075	0.102	0.5043	0	0	0	0	NA
Famciclovir	zuclopenthixol	Famciclovir_zuclopenthixol	0.1075	0.0844	NA	0	NA	0	0	NA
clopamide	Sunitinib	clopamide_Sunitinib	0.1075	0.0817	0.5109	0	NA	0	0	NA
Dasatinib	drofenine	Dasatinib_drofenine	0.1075	0.1389	0.488	0	NA	NA	NA	NA
sulfadoxine	Sunitinib	sulfadoxine_Sunitinib	0.1075	0.1471	0.4907	0	0	0	0	NA
cefuroxime	Famciclovir	cefuroxime_Famciclovir	0.1075	0.0922	NA	0	0	0	0	0.4
Famciclovir	xylometazoline	Famciclovir_xylometazoline	0.1075	0.0914	NA	0	NA	0	0	0.4
Dasatinib	levopropoxyphene	Dasatinib_levopropoxyphene	0.1075	0.1254	0.4928	0	NA	NA	NA	NA
Erlotinib	metolazone	Erlotinib_metolazone	0.1075	0.1329	0.4947	0	0	0	0	NA
5230742	Erlotinib	5230742_Erlotinib	0.1075	NA	0.496	NA	NA	NA	NA	NA
Dasatinib	praziquantel	Dasatinib_praziquantel	0.1075	0.1335	0.4942	0	NA	0	0	NA
Erlotinib	mephenytoin	Erlotinib_mephenytoin	0.1075	0.1339	0.4944	0	0	0	0	NA
Sunitinib	suprofen	Sunitinib_suprofen	0.1075	0.1526	0.4889	0	NA	0	0	NA
Dasatinib	tolazamide	Dasatinib_tolazamide	0.1075	0.1336	0.4944	0	0	0	0	NA
Dasatinib	doxepin	Dasatinib_doxepin	0.1074	0.0922	0.5072	0	NA	0	0	NA
chloramphenicol	Famciclovir	chloramphenicol_Famciclovir	0.1074	0.0836	NA	0	NA	0	0	0.3
Dasatinib	dexibuprofen	Dasatinib_dexibuprofen	0.1074	0.1063	0.5028	0	0	0	0	NA
Famciclovir	levonorgestrel	Famciclovir_levonorgestrel	0.1074	0.084	NA	0	NA	0	0	NA
chloramphenicol	Sunitinib	chloramphenicol_Sunitinib	0.1074	0.0994	0.5047	0	NA	0	0	NA
Dasatinib	sulfinpyrazone	Dasatinib_sulfinpyrazone	0.1074	0.1119	0.5007	0	NA	0	0	NA
docosahexaenoic acid ethyl ester	Sunitinib	docosahexaenoic acid ethyl ester_Sunitinib	0.1074	0.0846	0.5081	0	NA	NA	NA	NA
bendroflumethiazide	Sunitinib	bendroflumethiazide_Sunitinib	0.1074	0.1325	0.4946	0	0	0	0	NA
Dasatinib	dicycloverine	Dasatinib_dicycloverine	0.1074	0.1166	0.4995	0	0	0	0	NA
Erlotinib	sulfadiazine	Erlotinib_sulfadiazine	0.1074	0.1315	0.4949	0	0	0	0	NA
Dasatinib	molindone	Dasatinib_molindone	0.1073	0.1272	0.4962	0	0	0	0	NA
acetylsalicylsalicylic acid	Sunitinib	acetylsalicylsalicylic acid_Sunitinib	0.1073	0.0999	0.5021	0	NA	NA	NA	NA
Erlotinib	sulfabenzamide	Erlotinib_sulfabenzamide	0.1073	0.1248	0.4966	0	NA	0	0	NA
